用户名,时间,内容,点赞量,sentiment,sentiment_class
任少校,2024/1/7 22:33,UP的评价非常中肯，什么地方都有好人也有坏人，,4,0.837968102,非常积极
裘人丶,2024/1/12 19:37,只能说了解很片面，巴基斯坦不管上任是哪派的对中国的政策都是友好的，在巴的恐怖组织都是印度支持的，而印度身后少不了英美的身影,1,0.999626598,非常积极
托垃車,2024/1/8 18:06,UP的视频做的好棒！但是UP看能不能搞成VLOG的那种，就直接在实拍视屏里讲解，单独录制的采访少点.....然后实拍视频多点，实拍原声多点.....,1,0.048823122,非常消极
R-301卡賓槍,2024/1/9 16:38,有些话你只能后期说  有些感受只能后续来谈  他以前的视频都是vlog 啊,2,0.56283873,中立
帕西法尔k,2024/1/9 20:49,博主说出了真实世界的现象，没有无缘无故的好。,3,0.858286957,非常积极
北疆旅人,2024/1/6 13:06,很客观很真实,3,0.891294707,非常积极
树鱼929,2024/2/6 20:25,很有意思的是，在欧洲其实遇到了一些巴基斯坦人。我对巴基斯坦人，因为巴铁的缘故，其实是要比其他人热情一些的，但在欧洲遇到的巴基斯坦普遍对中国人有些冷漠不知道为什么，似乎不知道中巴友谊这回事？,1,0.999972123,非常积极
lawjack88,2024/1/12 1:20,在命理术数的理论：好人≠贵人，坏人≠小人，贵人与小人是一种状态。坏人有时是贵人，好人有时是小人，所以俗语说得好：好心办坏事！,0,0.999960169,非常积极
飞扬960522411,2024/1/6 22:55,为啥要有优待，平等就好,0,0.188172182,非常消极
亮亮繁星相随,2024/1/7 2:18,在不平等下求平等是挺难的。,1,0.775961395,较为积极
大栗子王,2024/1/9 17:27,中国的内卷也可以说是努力有可能改变自身的处境或是阶级。很多国家不内卷的原因是努力一辈子也无法改变自身的处境。再加上中国自古以来的苦难教育，造就了中国独一份的内卷情景。,2,0.999998761,非常积极
生产队旳驴,2024/1/16 19:54,因为你拿着拍摄设备，就算不是记者也是能把看到的带回国的，不管什么派，他们都会尽力去交好一个强大的邻邦，会把最无害友善的一面展现出来，除非是故意挑事的恐怖分子，否则拿摄像机的相对普通人是要安全很多的的,2,0.999989258,非常积极
昆奇-L,2024/4/11 5:19,建议大家也多看看vlog类的，最好是直播，那个更直观，我没去过，但我始终相信，再好的地方也有坏人，再坏的地方也有好人，何况还是一个不发达国家。。。,2,0.941667323,非常积极
今世无悔入华夏,2024/1/6 15:57,等中国强大了，越来越多国家会这样,5,0.974996644,非常积极
chen阿橙,2024/1/7 10:01,互利共赢当然铁了,4,0.707210549,较为积极
Richie5831,2024/1/9 16:56,不是现在都说巴铁不是真的铁？没有去过确实不好判断,1,0.611297527,较为积极
THEBESTChris,2024/1/9 20:58,纯粹的善是稀有的，大部分是为了有利可图，但不代表这种善是低劣的,4,0.43616732,中立
越越越秋,2024/1/10 16:08,我只看到过我们的人会去证明国与国人民与人民之间会有除了利益以外的感情，实在不理解不理解,0,0.980596955,非常积极
itstruBunnies_,2024/1/7 12:42,视频真的很好,3,0.830873439,非常积极
TheFive清风,2024/1/14 17:15,巴美准军事同盟,4,0.979165084,非常积极
青眠谷雨,2024/2/28 19:10,好的，不好的，不好也不坏的，穷的，富的，符合你价值观的，不符合你价值观的，它的任何一面某种程度都是真的。,2,0.969775769,非常积极
丁sting168,2024/1/11 2:31,点赞支持，请问罕萨山顶建筑是不是佛寺？巴基斯坦有佛寺吗？,0,0.997425001,非常积极
萨沙德嘞,2024/1/5 19:07,失踪人口,3,0.440641503,中立
一壶_清茶,2024/1/15 2:28,"Up主还是得注意安全，好运并不会永远倍伴身边，大使馆提出了忠告的情况下，人在海外不能任性啊。
你的第一次巴基斯坦之旅我全程跟了下来并关注了你，这次你的第二次巴基斯坦之旅说真的我不太赞同你的选择，还是要选择在和平的时间出游。",0,0.989958352,非常积极
况一凡,2024/1/10 1:15,疫情前在迪拜呆过三年，跟很多巴基斯坦人共事过。怎么说呢，他们的心态真的很好，每天开开心心工作生活，对中国人也确实好。印象最深的还是他们的奶茶啊哈哈哈,2,0.999999943,非常积极
蒙娜丽莎的丁字裤,2024/1/6 14:07,期初以为是前几期的合集  看完还是有不少没有发过的内容  等了好久这一个系列的更新   看来是没有了  投币支持一下,2,0.871135012,非常积极
汉_唐,2024/1/10 19:52,反对派感觉不是很准确，一般的理解中，反对派是指在野的合法政党，但发动恐怖袭击的肯定不会是合法的，而是地方分离分子或者极端恐怖分子,1,0.985294684,非常积极
御寒我靠,2024/1/7 17:41,很高质量的视频，国与国之间利益永存,2,0.982808389,非常积极
hirowl,2024/1/7 22:23,真心希望全世界劳动人民都能过上点幸福日子,2,0.998896421,非常积极
到这就沉默了,2024/4/25 19:52,一则是因为阶级的固化，二则是因为国家层面，所以想通过外力来实现自身资源优化。可以理解，毕竟真正经历战火淬炼的友谊已被时间洗礼。,0,0.999963495,非常积极
先锋龙骑士,2024/2/22 14:28,不管两国关系怎么样，反正我不会轻易信任他们，因为信任是需要代价的，友善也并不是毫无目的的，还是那句话害人之心不可有，防人之心不可无，更不要随意去泛滥你的善心，这有可能会为你带来灾祸，他们会觉得中国人就该帮助他们。,1,0.999609254,非常积极
e灰白戴夫,2024/1/16 15:06,我觉得最好还是不要随意到别人家里做客吧，毕竟潜在的危险谁都无法意料到,2,0.968028069,非常积极
47443978915_bili,2024/1/10 12:28,100天我个人认为了解深入是不可能的，最起码住个一年半载才有可能了解真实状况。,0,0.180879502,非常消极
咩野谭生,2024/1/9 15:07,这么高质量的纪录片流量却这么少，太可惜了,2,0.771593077,较为积极
蜜桃烏龍好喝,2024/1/13 2:15,说的很好，这个世界不全是善良人,2,0.989763895,非常积极
稻粱苦谋,2024/1/9 18:33,有一点说错了国内并不算真的卷 只是因为各种原因比不得以前，所以搞得好像现在很卷。每个国家其实都差不多 贫富差距只会越拉越大 区别只是中下阶层的生活水平而已,0,0.985742896,非常积极
lake12345,2024/1/12 13:26,确实记录的很好！三连了,2,0.879858609,非常积极
阿磊古,2024/1/10 18:34,Up在外面的时候看着很年轻，在家里拍摄的感觉怎么那么成熟呢,2,0.996299216,非常积极
榎谷,2024/1/8 20:39,你终于舍得出长视频了,2,0.82275082,非常积极
爱人家园,2024/1/7 15:07,整体性来说中国难得去外国有点朋友感觉的国家，但是国家人来说，好人坏人坏事哪来都一样，所有该怎么办就咋办,2,0.9994608,非常积极
这个师兄不太稳,2024/1/15 17:44,你这视频太硬了，我投倆币表示尊敬,2,0.083725363,非常消极
西城败,2024/1/12 1:35,UP如果直接说枪和手枪是不会被人吐槽的，但是因为你在枪这事上张口就来，结果就是造成up的视频可信度降低,0,0.009894776,非常消极
小宝不姓韦小,2024/1/20 17:14,老哥，油管上怎么不更新了呢,2,0.141819153,非常消极
种花兔0726,2024/1/10 22:55,没开倍速全部看完了，很具体，完全结合了实际，很棒很优秀的一个视频,0,0.986183736,非常积极
R-301卡賓槍,2024/1/9 16:47,博主这一期视频真的很中肯！,2,0.848594849,非常积极
棘罪王冠,2024/1/11 15:12,哪个国家都有真诚的人和虚伪的人，只能说巴铁大体上对国人是比较真诚的，有优待是事实，但是没营销号吹的那么夸张。不过那地方也确实比较危险，还是尽量别去，不是不支持巴铁兄弟，自己的命也很重要,1,0.852624885,非常积极
hg0315,2024/1/7 2:25,莫忘世上苦人多！,2,0.63866782,较为积极
粗暴的小学生,2024/1/11 18:22,如果大使馆告诉你去了之后要小心，那就一定要小心了，普通游客在告知期还是不要去，不要玩命。,1,0.009544987,非常消极
LION_breeze,2024/1/20 16:34,国家之间和人与人之间是不一样的，国家的实控人不断变化，不可能是永远的朋友，永远的只是利益。所以别铁不铁的宣传，容易误导国民。,0,0.865326899,非常积极
85号赛车选手嘿嘿嘿,2024/1/12 11:41,up主有勇有谋，拍的又好，总结的又很有深度，佩服。,1,0.989864651,非常积极
魏蔚然,2024/1/7 19:10,念稿的声音对视频观看不太有利，建议提升一下,0,0.565834696,中立
开心郭郭,2024/1/8 15:59,中巴关系越铁=中印关系越差，反之亦然,2,0.875579274,非常积极
DogPanzer,2024/1/16 20:42,不是所有木仓都叫AK47......,1,0.155436973,非常消极
绪名,2024/1/7 20:32,"见证了一次呢
似乎世界很复杂多变
仅仅个人而言你们所经历皆所忘
我们不意味着他们的好
也不是媒体的播放量
于此同时我们要有更高的楼层所展望",1,0.998426515,非常积极
樱木JM,2024/1/27 22:52,很客观，很全面，给你点赞,0,0.897894339,非常积极
肃正Vitality,2024/1/13 22:11,UP啊= =以后咱就说枪吧.....AK47有点出戏啊...没别的意思就是一个建议...,1,0.072976844,非常消极
源分ori,2024/1/17 5:52,我看到视频中巴基斯坦人有很多与印度的相似之处，怎么区分谁是印度人谁是巴基斯坦人呢,1,0.999857082,非常积极
__啦啦噜__,2024/5/27 1:41,现在在泰国旅游，去路边的小饭店吃晚饭，突然旁边一个外国大哥把我拉起来去取冰块，说是看我们一直在擦汗，跟我们说这里有免费的冰块，非常热情一直在聊天，搞得我很疑惑，刚表达完感谢大哥就说“No problem，I'm from Pakistan”那一刻真的很感动,0,0.902010228,非常积极
零崎陆識,2024/1/25 14:32,政府舆论引导的力量，你帮助他们援助他们他们可能成巴基斯坦也可能变成之前的越南，援助的行为不变只是政府的引导不同，巴基斯坦和印度这么相像也完全可能因为政府的引导变成印度那样对我们的态度，世界上那么多仇视中间都有人挑拨，本都可以和谐相处合作共赢。,0,0.999999557,非常积极
gujunalex,2024/1/20 0:33,这是我见过最好，最真实，最朴实的巴基斯坦见闻，非常喜欢这种风格，非常感谢作者,1,0.9999859,非常积极
微电法王,2024/1/7 20:13,3.27 10块人名币？,2,0.284185968,较为消极
蝈蝈MC69,2024/3/14 13:06,态度也是看人的，疫情时候，我闲着没事在外网上聊天，一个巴基斯坦大叔，上来就自我介绍，问我能不能帮他搞到中国护照，他是大车司机，生意不好做，希望能来中国工作，当时就很无语，外国人这么直接么，不熟的人都能这么直接的要求。,0,0.177600085,非常消极
MikuMikuAr111,2024/3/3 16:52,19年去过一次，卡拉奇和拉合尔感觉还行，大城市基本都不太乱，上档次的地方都查的很严，去山顶的一个比较好点的酒店吃饭都是荷枪实弹的保安和金属探测仪查车。飞机到站就去坐大巴，路况整体来说凑合，就是路窄车多，开的都慢，不过好在能用的货币多，而且网络虽然速度慢，但2g回个消息也能做到，就是手机卡太贵了,1,0.079082013,非常消极
BanSau班寿,2024/1/28 10:25,此时，一名松下射手发现了桌上摆着一部看着像S1H的机器，于是果断一键三连。,1,0.700790328,较为积极
